text,label
I find them a good snack dry also.For adults like me they may be a bit too sweet but for kids they are probably about right.,i
I'm not a nutritionist but I suspect that they are more nutritional than frosted flakes and taste much better.,i
Give them a try especially if your into sweet cereals.,i
This cereal has a nutty flavor to it and it would be good if it weren't for the over abundance of sugar in this.,i
This is just corn flakes with a sprinkling of nuts and a thick coating of glazed sugar.,i
There isn't much fiber in it either so this is basically an unhealthy cereal.,i
The flakes stay crispy because of the thick coating of sugar takes a long time to wear off I won't be buying this cereal I like a little sugar with my cereal and NOT a little cereal with my sugar.,i
There are so many cereals on the market yet always something new.,e
When I opened the box my first thought was these smell like Kellogs Corn Pops very sweet smelling.,i
As for taste not really a whole lot of it its almost like the milk overpowered the taste.,i
Its kind of somewhere between corn flakes and frosted flakes like the cereal can't make up its mind to cater to adults or kids.I didn't find them to be particularly crunchy but really don't care too much about that.,i
The nuts in every bite are so small and I guess are in the flakes if that's what the different color pieces are didn't see a real nut.,i
Flakes are shiny with sugar.,i
I have nothing against sugar and actually have Reese's Puffs sometimes its just these are marketed as crunchy nut and they aren't really either crunchy or have nuts.,i
Not as fullfilling as other cereals like Raisin Bran or Special K you'll need a banana in it.Some pros:  fairly low in calories again taste is subjective so what's to say.,i
Some fibre.I wish I could write more but the cereal just doesn't give me any reason to.,i
This looks to be a relaunch of the old and internationally widely available Honey Nut Corn Flakes.The name alone should tell you most of what you need to know about this cereal as it aptly describes exactly how this cereal tastes.,e
Corn Flakes that are sweet with honey and sprinkled with peanuts for a slightly nutty flavor.,i
I would say this cereal tastes sweeter than most and definitely sweeter than standard corn flakes  but is still not as sweet as the traditional Kellogs kids cereals e.g.,i
Frosted Flakes Fruit Loops etc.A high quality cereal and recommended for those that would enjoy this flavor combination.,i
Kellogg's Crunchy Nut cereal consists of corn flakes covered in honey and bits of peanuts.,i
It is somewhat crunchy although not any more so than most other cereals.,i
Compared to a lot of other breakfast cereals it doesn't have large amounts of vitamins or minerals but it does have 25 of the daily recommended values of vitamins B6 and B12 as well as iron.,i
There are also small amounts of fiber and protein.The key characteristic of this cereal is that it is almost overwhelmingly sweet with sugar making up more than 35 of each serving by weight.,i
The second ingredient listed on the box is sugar and is also contains molasses honey and high fructose corn syrup.,i
It is so sweet that I could only just make out the tastes of honey and peanuts.,i
There is no way that I could ever eat this for breakfast but it does make a nice dessert in very small amounts.,e
If you're looking for a very sweet sugary cereal this might be a good choice for you but I probably won't be buying it again.,i
Our family liked Kellogg's crunchy nut cereal very much for that extra crunchy feeling with a coating of nuts on the top and it was not too sweet.,i
It was tasty like the other kellogg's brand cereals even more crunchy than their own cereals.,i
Kids can eat as a morning cereal or as a snack even.,e
I wish they had mixed some other nuts other flavors or dried nuts to even taste more good.,i
I think anyone would like this cereal.,e
Its worth trying once and see if you like it too.,e
Doing a food item is always difficult individual taste and preference being a major reason why we like or dislike something.,i
Breakfast cereal might be one of the more difficult items.,e
Having written disclaimers here is my review.This is a heavily sweetened item with 120 calories in  of a cup.,i
In addition there are peanut chips stuck to the flakes.,i
Honey and molasses are the major sweeteners.,i
The result is a corn flake with peanut slivers and honey that has a sweet pleasant taste.,i
The flakes hold up well in milk or can be eaten dry as a snack.,i
I think this would make an excellent base for a sweet trail mix snack.,i
My twoyear old grandson likes them dry in his dish as a snack.This might be an alternate to the heavily sugar sweeten cereals but is not a good choice for anyone looking to control their weight.,i
This cereal is some kind of awesome.,e
I usually eat Honey Bunches of Oats with Almonds and this is every bit as good and maybe a little better.It's basically corn flakes coated in honey with chopped nuts.,i
Doesn't sound thrilling but it has a great flavor.It stays crispy in milk only for a few minutes before getting a little soggy but I prefer a softer cereal anyway.,i
The thing that really stands out for me is the honey taste even more so than the nut taste.,i
It still is a great combination though.,i
I think they really hit a home run with this cereal and I'll probably buy more.This can also be eaten dry as a snack it tastes good on it's own with no milk too.,i
I think I may have found a new favorite cereal  At 120 calories per serving it fits into my diet as well.,i
Love the new Crunchy Nut cereal.,i
Tastes like honey drizzeled over corn flakes and nuts.,i
Not much more to say.,e
If you like those 3 things you will love this,i
As cereals go they are not the surgeryest but they are a very sweet cereal.,i
The closest other cereal I thought this tasted like was frosted flakes.,i
They are kind of like frosted flakes with a nuttiness to them.,i
The cereal overall is good but I wouldn't go out of my way to find it for sure.,i
It is kinda weird writing reviews about food products because well most people have different tastes.That being said I tore open the box poured a bowl and enjoyed what I tasted.,i
If your a frosted flakes fantry these out to see if they are comparable.,i
They stayed crispy in the milk and had a nice crunch to them.,i
If you like peanut flavor with your sweetened corn flakes you will probably like this cereal.,i
They are sweet too sweet for me but not overly sugared; a 31 g serving has 11 g of sugar.,i
There are more sugary cereals on the market than this one.,i
This cereal contains High Fructose Corn Syrup sugar molasses  honey.,i
A smorgasbord of sweetenersThe peanuts bits are very small of course  I wouldn't expect whole peanuts if they're going to be stuck to the flakes.,i
They do add a nice peanut flavor  texture.It stays crisp just slightly longer than regular corn flakes.,i
I actually like that they become soggy because I prefer soggy cereal...I know it's weird.I would only buy this cereal to top off my unsweetened shredded wheat  it adds a little interest to a plain bowl of cereal but it's too much sugar for my taste to eat a whole serving of this cereal alone.,i
But if you like a sweeter cereal  peanuts you will probably like this just fine.,i
Sure I love the taste of the sugary sweetness of this cereal.,i
Tastes like frosted flakes with honey and nut mixed in.,i
Unfortunately with no ok less than 1 gram fiber they don't provide the nutrition that I need.,i
The nutritional panel is basically carbs... 11 of 26 which are sugar.,i
I kept eating but I never felt full but I sure did get a ton of empty calories.,i
I can't recommend this to anyone looking to eat a hearty breakfast.,i
If you are looking for corn sugar peanuts and honey first four ingredients and don't care about nutrition this cereal is for you.,i
For everyone else look elsewhere.Full Ingredients: look at all the sugarMilled Corn Sugar Peanuts Honey Malt Flavoring Molasses Salt High Fructose Corn Syrup Caramel Color Iron Annatto Extract Color Niacinamide Ascorbic Acid Vitamin C Sodium Ascorbate Vitamin C Pyridoxine Hydrochloride Vitamin B6 Thiamin Hydrochloride Vitamin B1 Riboflavin Vitamin B2 Vitamin A Palmitate Vitamin B12 Folic Acid Bht Preservative Vitamin D Wheat Starch.,i
Nice and crunchy and very deliciousThe flavor is enjoyable similar to corn flakes but just a little nuttier and sweeter.It also does a good job of keeping you full until lunch time.,i
Supposedly Crunchy Nut has been available in England for quite some time and Kellogg's finally decided to bring it over to US shores.,e
Kellogg's used to make Nut  Honey Crunch though it was discontinued a while ago.,e
Like Crunchy Nut they came in both flakes and Os versions.,e
I have fond memories of eating Nut  Honey Crunch in the 80s and missed it when it was discontinued.,e
Remember the Nothin' Honey commercials?,e
;Well if you want to relive those days give Crunchy Nut a try.,e
To the best of my taste buds' recollection the crunch and flavor are nearly identical.,e
There is the sweet tang of the honey coating and satisfying texture of the peanutsprinkled corn flakes.,i
The flavor is comparable to frosted flakes but with honey and nut flavors.,i
It holds up well in milk retaining it's crunch down to the last bite.,i
Comparing ingredients and nutritional information from their respective boxes shows that they match up pretty closely there as well though the serving size for NH; is 2/3 cup and for CN it is 3/4 cup.,i
If anything ounce for ounce Crunchy Nut Golden Honey Nut Flakes looks a little healthier for you than Nut  Honey Crunch.That's not to say it truly healthy though.,i
Sure it is fortified with the usual assortment of vitamins and when eaten with milk you fill even more of your daily nutritional requirements.,i
However it is still laden with sugar honeymolasses and High Fructose Corn Syrup.,i
My taste buds must have changed a bit since the 80s because it is almost too sweet for me.,i
Blame it on a steady diet of low sugar cereals over recent years.,i
I would have a hard time eating this regularly first thing in the morning.,i
Instead I mimic a habit of my father's and eat a small bowl of it in place of dessert.,i
You could even mix it with other cereals that contain less sugar as my dad would do.Don't get me wrong Crunch Nut tastes great on it's own and if you have a sugar/crunch craving it hits the spot.,i
It even makes a good breading base for fried chicken.,i
I just no longer have quite the sweet tooth I once did.,i
I give Crunchy Nut Golden Honey Nut Flakes fives stars for flavor mouthfeel and craving satisfaction.,i
One star comes off for health impact though.,i
If you decide to give it a try I would shop around a little.,e
Current 3rd party vendor prices are ludicrous.,e
A much better deal can probably be found at your local grocer.,e
Well I don't think there's much sense in going into much depth on this product  it's a corn flake cereal covered in honey and sprinkled with peanut pieces.,i
This is not a health cereal but instead a sweet cereal that is sure to please the younger palate.,i
I sat down with this cereal and my teenage son and we tore into the box.,e
He thought that it was quite good and plans on having more tomorrow.,i
As for me I thought it was good though I find myself drifting away from the sweet cereals.So if you are looking for a mueslilike cereal you will be disappointed with this cereal.,i
If on the other hand you are looking for a delicious sweet cereal to charge up your batteries in the morning then this might want to give this one a try.,i
I think you'll like it.,i
No mushy flakes here these keep their crunch to the bottom of the bowl.,i
They're  much more substantial tasting than corn flakes and with the addition of fruit I believe they make a healthy breakfast DESPITE the sugar they contain.,i
They contain 11g of sugar by the way which is less than some bran cereals with raisins.A side note: a few years ago I read a study that said kids and adults who use unsweetened cereals actually end up eating more sugar because they add so much of their own from the sugar bowl.Back to the taste: I didn't find anything particularly nutty tasting about the flakes.,i
I could see the small peanut flecks on each flake but the taste didn't come through.,i
Still that didn't detract from the product at all for me.Overall I enjoyed these very much and would recommend giving them a try.,e
I really enjoyed this cereal.,i
It tastes sort of like a combination of frosted flakes and honey nut cheerios.,i
You can definitely taste the honey and the nuts.,i
At 120 calories for 3/4 of a cup of cereal it's not a bad nutritional bargain either.,i
Good for both breakfast and a lowercal snack when your sweet tooth comes calling.,e
As cereals go there are plenty of choices.,e
I tend to favor plainer ones myself so the sweetness of the honey taste wasn't the plus for me it might be for someone else.,i
Still it was not bad.,i
The bits of peanut added an extra tang.,i
The overall effect reminded me of a cross between frosted flakes and Cracker Jacks.As an experiment I used up the rest of the box by turning it into an impromptu snack bar mix.,e
I melted some marshmallows with a bit of butter over low heat and stirred in the cereal.,i
One cup of marshmallows to every 2 cups of cereal.,e
I then took the mix and spread it onto a buttered baking sheet packing it together.,e
When cooled I sliced it up into handysized servings.,e
The result was tasty crunchy and a bit more portable.If I were to try the experiment again I might crunch the flakes down a bit more before mixing in the marshmallows and try adding things like chocolate chips butterscotch bits raisins craisins dried cranberry snacks or combinations of them all.,e
...these are REALLY good.,i
I love cold cereal okay I also love hot cereal and sometimes nothing hits the spot like a bowl of corn flakes.,e
I usually like the plain ones AP's house brand which I suspect is made by Nestleacute; is a favorite and add my own sugar but I couldn't resist trying Kellogg's Crunchy Nut flakes when they were offered and I'm glad I did.,i
They're sweet without being cloying somehow manage to stay crisp in the bowl maybe the glaze works like armor?,i
and the peanut presence crunch/flavor was a unique and tasty addition.,i
Granted this isn't going to appeal to the healthconscious crowd but for what it ismainstream cold cerealit's very satisfying and well worth sampling if you like cornflakes and peanuts.,i
And BTW it makes for nice snacking out of hand without the milk too.,e
I did not go for the taste of this cereal.,i
For me it was not so much as it being too sweet as it just not suiting me.,i
I am more of a raisin bran type cereal fan.,e
My kids were not wild about it either so it will never go into my cart again.,e
I was not overly jazzed by the ingredient list either which made me feel like it was not one of the best nutritional choices.,i
Do your body a favor and make another choice.,i
This is a delicious sweetened corn flake cereal very crispy.,i
The ground peanut granules are visible on the flakes.,i
However I could not taste any trace of peanut flavor or notice any courser texture due to the granules' presence.,i
That said it still tasted very good.,i
The four stars are due to the lack of nutperception when it is a prominent part of the name of the product.,i
This is a nice light flaked cereal that reminds me of frosted flakes but not as sweet.,i
I was hesitant about the honey in the cereal but there is just the right touch of honey in it.,i
The crunch hold up in milk for quite awhile I hate cereals that after a few minutes just wilt  I will continue to buy this cereal.,i
I'm not a huge fan ofKellogg's Frosted Flakes of Corn Cereal 23Ounce Boxes Pack of 4,e
But I like these Crunchy flakes even though there are only nut specks that have more of a peanut taste.,i
The Crunchy flakes taste sweeter and stay crunchier in milk than the frosted flakes.,i
When I first saw this cereal I thought it would taste likeOatmeal Crisp Cereal Chunky Almonds 17Ounce Box Pack of 6... but it didn't.,e
I do like the taste of this cereal but I prefer more of an almond taste like General Mills than a peanut taste like Kellogg's.,i
However I must say that the Kellogg's flakes have slightly less calories than the General Mills Oatmeal Crisp.If you are looking for a healthy cereal this would not be for you ... LOTS of sugar which I why I guess I like the taste.,i
This is your typical corn flake cereal with small peanut chunks on them.,i
It is a good balance of nuts to cereal and what makes it stand out is a nice hint of molasses.,i
It is about 1/3 sugar so it is a little on the high side but similar in sugar content toHoney Nut Cheerios.,i
I really enjoyed this cereal and am looking forward to buying more.,i
They're corn flakes with a hint of honey and roasted nut sweetness and crunchiness.,i
I had also tried the Crunchy Nut Roasted Nut and Honey the ones shaped like 'O's and that had much more of a roasted peanut taste which wasn't what I was looking for in a cereal although if you're a real peanut lover it would be right up your alley.,i
For just a bit of honey/roasted nut taste I highly recommend the flakes.,i
This answers my need at breakfast to have something tasty and at the same time good for me.I love corn flakes but always needed to put sugar on them for a little extra flavor.,i
This cereal takes care of that.,i
The honey malt molasses and best of all peanuts combine for a terrific and satisfying bowl of goodness.It even tastes good enough to eat without milk but tastes great with milk and added fruit bananas being one of my favorites.Push away from the driveup window and have a bowl of this in the morning  tastes good and better for you,i
Lives up to it's name.,e
It tastes sweeter than 120 calories and 1 gram of fat zero saturated fat.,i
The crunch and the sweet taste reminds me a bit of the frosted flakes I ate as a kid.,i
It starts really crunchy and stays crunchy for a good while.,i
It's a little sweet for me as a daily cereal and it doesn't have the vitamin value of my regular cereal  Total Raisen Bran but will make a nice change from my daily routine.,i
It tastes great right out of the box as a snack.,i
NOTE: It does contain peanuts for those of you that are allergic to them.,i
I enjoyed this cereal.,i
I will probably get it again.I thought it tasted good and the texture was excellent.,i
It never got soggy in milk although I didn't test this to any extreme.,i
The taste of honey wasn't prominent but there was a nut flavor that I enjoyed.My son and grandson also enjoyed it as evidenced by the fact that they just about emptied the box during their weekend visit.Now that said it's nothing really special just a sweetened corn flake style cereal.,i
It's rather sweet too sweet for my wife as I'm writing this she just said that all breakfast cereals belong on the candy isle but probably about the same as frosted flakes.The ingredients bear this out with the first three ingredients being milled corn sugar peanuts followed by honey and a bunch of various things they put in cereal including high fructose corn syrup and salt.So its not a health food store type product.,i
If you're looking for a American style sweetened cereal to enjoy I suggest that you give this stuff a try.,i
Pros:Taste is similar to corn flakes without that wierd aftertasteStays crunchy in milkTastes very good right out of the boxOccasional bite tastes almost like peanut brittleMilk brings out the taste of honeyCons: A bit too sweet for me with milk but kids should love this,i
I presumed two things about the name of this cereal:  1 there would be nuts in it and 2 the nuts would make it crunchy.,i
Hmmm...not so much.Yes they are crunchy but that's from the thick layer of sugar coating on the flakes  and they're just regular corn flakes.,i
But it also makes it very sweet.,i
My teeth hurt eating this cereal it has so much sugar on it.Nuts?,i
Not in my bowl of cereal there weren't.,e
It appears that they covered the flakes with a mixture of sugar and nut dust and that's about all the nuts you're going to get in this cereal.,i
Unless they forgot to put the nuts in my box you won't be finding any in yours either.Thumbs down because the last thing we need is another sugary cereal because it's not new as the box implies and because there are no nuts in it.,i
This is basically sweeten corn flakes with peanuts added.,i
They're okay and I'll probably eat them but there's really nothing special about them.,i
A repackaging of flavors Kellogg's already has.,e
Very sweet so if you like that sort of thing you'll probably enjoy it.,i
Four and half stars really but I rounded up.,i
My family eats a lot of cereal.,e
I'm a Cheerios lover from childhood my daughter generally prefers the chocolate cereals and my son loves Honey Nut Cheerios.So I poured each of us a bowl.,e
A very small one for me since it's very easy for things to taste too sweet to me.It's very crunchy.,i
The milk doesn't seem to affect it at all in the time it takes to eat a bowl and it is very sweet.,i
Like other reviewers have mentioned it tastes a lot sweeter than the calories suggest.,i
The honey taste is pretty faint.,i
The peanut taste is just right.The reason I gave it five stars is that my kids loved it.,i
Both of them thought it was just wonderful and it became their new favorite cereal.,i
Since both are older it's not a fickle decision on their part.,e
My son's previous favorite had been his favorite for the last 10 years.It was too sweet for my tastes.I think it would make a great cracker crust or topping for a fruit crumble.I think for future servings of cereal I'll mix it with regular corn flakes to help cut the sweet a bit.,i
Looks like frosted flakes but tastes betterIt just a yummy crunchy cerealProbably not too good for you but when we eat sugared cereals we don't expect health foodWorth buying,i
I haven't eaten cereals in years and normally ate the sugary types like Fruit Loops Sugar Frosted Flakes Cap'n Crunch and the like mainly as a dry snack because I'm a sugar fiend and like my cereals sweet.,i
When I saw this I decided to try it since I haven't binged on cereal in a few years.I really like this cereal a lot because of the nice crunch corn flakes and sweet but not too sweet honey coating and light peanut taste.,i
To me the peanut taste is really light but other family members noticed the peanut taste easier than I was able to.,i
This works out as an excellent dry snack for me but to be thorough I tried it with whole milk and skim milk for the review.It stayed crunchy during the time I ate it with milk and was pleased with the mouthfeel taste and texture although I prefer it with whole milk rather than skim.,i
I believe I'll start buying some of this cereal since I like it a lot as a snack.,e
I don't eat breakfast so this will always be eaten as a snack by me.If you are a cereal eater I suggest you giving this a try.,e
I'm pretty sure you'll like this too if you do try it.,e
This really is a tasty cereal with a nice crunch.,i
This is an ok new cereal.,e
It tastes like a corn flake with honey and peanuts.,i
I think it would be much better with either strawberries or blueberries.,i
On it's own it was kind of blah.,e
For me there are too many other cereals that I like that are much more nutritious.,i
To imagine the flavor take Frosted Flakes substitute a honey glaze for the frosting and add a few thinly shredded peanuts.,i
It is still sweet though a little less sweet than Frosted Flakes.,i
The peanuts add a light peanut taste along with the corn flakes and honeyno flavor dominates.,i
If that sounds good to you like it did to me then you'll probably love this cereal.,i
If not you may be disappointed.,e
I had pictured these cereals quite differently than what it really is.,e
I am quite disappointed to find that:1 nuts are only peanuts2 I need magnifying glass to see the real peanuts3 cereal is very sweet4 a bowl of cereal and milk is not at all fillingThere is so much sugar honey that the flakes glisten.,i
It is as crunchy as Kellog's corn flakes.,i
They don't get soggy as quickly though  probably the sugar coating delays the process.Serving size is 3/4 cup and has 120 calories 2 fat 7 sodium and 11g sugars.,i
Ingredients in order are corn sugar peanuts honey and so on.,i
As you can see there is more sugar than peanutsIn contrast regular Kellog corn flakes serving size is 1 cup and has 100 calories 0 fat 8 sodium and 2g sugars.We will definitely not buy these cereals.,i
This has just the right amount of sweetness and flavor that makes for a delightful breakfast or snack.,i
The flakes hold their crunch pretty well and there is more flavor there than something like frosted flakes.,i
I think most people will know that in terms of nutrition this is not in the league of some Kashi cereals but most people can read the nutrition information as well.,e
If you are a fan of sweet flake type cereals this is right up your alley and you will enjoy it.,i
The nuts are a bonus though over other offerings and they're not as hard as say some bunches of oats might be.,i
I got this today and started eating it right out of the box as a treat  Yes it's that good :Later I put it in a cereal bowl with sliced bananas blueberries and whole milk and it was excellent.,i
Sweet but not too sweet.,i
At least not for meI stopped eating regular corn flakes years ago because it was so bland tasting and because it got milklogged and mushy in the bowl.,i
This Crunchy Nut cereal did not do that.,i
I truly liked it and it will be on my shelf as a breakfast food and/or a late night snackI would give it a try,e
Kellogg's Crunchy Nut Flakes are in essence Frosted Flakes sugar glazed corn flakes covered with peanut fragments.,i
While I was a bit concerned when the second ingredient listed is sugar when I checked the nutrition info there are only 160 calories a bowl with a 1/2 cup of milk.,i
I know some of Kellogg's healthy cereals with more calories.I found Kellogg's Crunchy Nut Flakes to be sweet but not overpowering with a hint of peanuts.,i
Even in milk they have a good crunch but they can be enjoyed by themselves as well.,i
I didn't know if the peanuts would work on a breakfast cereal but I was pleasantly surprised at the combination.,i
People with peanut allergies should avoid this but I think this is one of those cereals that kids and parents can both enjoy.,i
I have always liked corn flakes.,i
This cereal takes your corn flakes and adds just enough honey to sweeten them and then throws in peanut pieces to add to the crunch and flavor.,i
I have also mixed it with plain corn flakes to give them a bit more punch.,i
It stays crisp in milk and tastes great.,i
Give it a try and I don't think you'll regret your decision.,i
This is a good cereal but relatively high in sugar.,i
Of course my girls enjoyed it because it is sweet.,i
Taste and consistency similar to frosted corn flakes.,i
It is after all toasted cornflakes  of course with nuts.,i
If you like sweet cereals and don't mind the extra calories of the higher sugar the taste is good.,i
If you are looking for a lower sugar alternative good old Product 19 from Kellogs is far healthier.,i
If you are looking for flakes and nuts I would recommend one of higher fiber alternatives like Kirkland Signature Cinnamon Pecan which is also available on Amazon.,e
I really enjoyed these except that about 50 of them were totally broken up in the bag I got.,e
THey are similar to Andy Capp's Hot Fries but with a cheese coating very much like cheddar pringles.,e
A great snack  I brought them to work one day mixed with some cheezits and found myself eating these over the cheezits.,i
They will give you cheddar finger but not as bad as Cheetos.,e
Def will be getting these again but locally so they're not all broken.,e
The GoPicknic Study Fuel Care Package arrived today and the family wanted to check it out.,e
We wanted to see if this would be a good care package at the end of a tough semester or maybe during midterms.,e
The first thing we noticed was the presentation.,e
This is a nice box FILLED with goodies.,e
The box is sturdy and there is no wasted space with stuffing and filler.,e
We sampled the Late July cheese and crackers the Mrs. Mays Cashew Crunch the Pretzel Crisps and opened the Go Picnic Peanut butter cracker snack box.,e
The Clif bar is a regular favorite of my son's and I know several athletes who love the Sharkies.,i
Every item in this package is produced with health and energy in mind.,i
Most of the products resemble common favorite junk food items but are organic vegetarian healthy alternatives.,i
My son LOVED the Late July cheese and crackers.,i
My mother couldn't stop eating the Cashew Crunch and the Annie's cheese bunny crackers from the Go Picnic snack box.,i
Emergence C is a product I have used in the past and is a great drink when you are stressed or coming down with a cold.,i
The Ready to Eat Gourmet on the Go Three Beans with Sweetcorn product was the only thing in the box we found questionable.,i
It was tasty if you like beans.,i
Not exactly what I would consider college kid food.,i
My son said he would probably eat it when he ran out of anything else to eat.All in all this is a far superior care package to the ones offered by the universities my children have attended.,e
Most of them have candy pop tarts mini muffins  lots of empty carbs no protein and lots of fats.,i
Basically empty calories.,i
This package provides healthy fats in the nuts carbs with fiber and protein.,e
All the things a young person needs when they're pulling an all nighter.I asked my son a senior in college if he would appreciate getting a box like this and if he would eat it.,e
He said he would like it and any friends who try to eat healthy would really appreciate it.,i
He was a little concerned that the organic labels would turn some young people off.,e
Then he grabbed the box of Late July cheese and crackers and said MINE.,e
or does this cereal have the lingering taste of corn pops?,i
They even turn soggy like corn pops.,i
I do like corn pops however a cereal that looks like a 'cheerio' and tastes kinda like a corn pop with a not so pleasant aftertase didnt do it for me.,i
it took me a while to write my review because i had to eat the whole box of cereal.it has a delicious taste stays crunchy in milk but the only drawback is that it is a little too sweet for a cereal.,i
it tastes more like a granola bar a sweet granola bar.,i
i would buy this again but i would mix it with some other non sweet cereal like cheerios or corn flakes.,i
this cereal alone is a little sweet but if that's what you like then you will LOVE this cereal.it really has a delicious taste.,i
Open the box and the aroma will hit you Its a delicious smell like honey roasted nuts.,i
The Os are smaller than cheerios and much cruchier.,i
The honey flavor is throughout the O and not just a coating on the outside.,i
The actual O tastes somewhat like a corn pop only much crunchier and with a hint of nut flavor.Eat this out of the box and your hands won't be sticky like they are with the cheerios version.,i
They make a great snack.,e
Eat them in a bowl of milk and they hold up well against the milk and do not get soggy.This is a great cereal that I will be sure to have in my pantry from now on.,i
My 4 year old likes this cereal and I like giving it to him because it isn't garbage like frosted flakes etc.This cereal has a sweet taste without being too sweet.,i
I don't think it has a noticeable nut taste to it like you might think.,i
Definitely stays crisp in milk as others have indicated.Serving size is .75 cups 100 calories less than Special K 1g fat 23g carbs 10g sugars 2g dietary fiber 2g protein.No partially hydro oils No high fructose corn syrup,i
It's hard to say that I like Crunchy Nut cereal.,i
It basically tastes like Cheerios with some nutty sugar sprinkled on top.,i
It's not a super healthy cereal it's not particularly original but the taste and crunch are fine.I wound up sprinkling my Crunchy Nut cereal onto desserts to make crunchy treats rather than eating it as a cereal.,i
My goto cereal is plain old raisin bran and I don't see that changing anytime soon.So as a dessert item Crunchy Nut cereal is very good.,e
As a breakfast item I think I'm fine with throwing my own sugar on my Cheerios when the mood strikes me.,i
I don't really need that to come prepacked for me.,e
As my wife and I have been calorie counting for a while now we're always on the lookout for lower calorie snacks.,i
Particularly sweet ones.,i
I ordered theSnackwell Fudge Drizzle Caramel Popcorn 5.3Ounce Pack of 6through Vine in the past and we both loved those enough to actually buy it again a few times.,e
This one not so much.I eat a lot of protein bars and I'd compare these brownie bites to the driest of the bars I've eaten though not as dense of course.,i
They were like little chocolatey sponges and I found myself needing a glass of milk which just turned it into a slightly chalky paste in my mouth.,i
Not terribly appetizing and it defeats the purpose of a lowcalorie snack if I have to add another 90 calories of skim milk.Still it's not all bad as the taste is pretty good; almost like a chocolate fudge pop tart good or bad your call and it did satisfy my sweet tooth for the most part.,i
But when I'm counting my calories I'd rather have spend it on one delicious treat than on a bag full of chocolate biscuits.,i
Needless to say these will not be finding its way onto our shopping list like the other Snackwell treats did.,e
At around 4 bucks a box about 16 bucks for a pack of 4 boxes and 6 crackers per box these crackers run about 67 cents apiece.,e
For a dollar I can get a 2ounze bag of cheezits a nature valley granola bar a 2pack of pop tarts animal crackers or chips out of the vending machines at work.I usually don't eat snack foods but when I do it's usually because I get hungry at work... so I think comparing the pricing of these individuallywrapped crackers w/ work vending machine prices is valid.,e
Bottom line there is price seems equivalent to or maybe slightly higher than similar snacks from a vending machine.These crackers are tasty  the cracker is crispy the cheesy filling is flavorful  but I'm not that impressed with them overall.,e
I'd rather go fulljunkfood and have a nice bag of CheezIts or stay healthy and eat carrots or fruit for less .,e
These are multigrain cracker 'sandwiches' stuffed with sharp cheddar cheese filling in between.,i
The crackers taste good  do have the regular multigrain taste.,i
However the cheddar filling taste so so.,i
Unlike some other cheddar products that retain the nice flavor and taste of cheddar e.g.,i
cheezit these ones have a 'floury' taste and I didn't like it so much.,i
Very good crackers especially for gluten free.,i
Taste a little like cheez its.,i
Very expensive given size of bags would prob still order again.,e
Other reviewers compared these to goldfish or cheezits.,i
No way  First they have that sandy powdery feel that so many gluten free baked goods have.,i
Plus they are really lacking in cheese flavor.,i
I'll probably use them with chili or in crab cakes.,i
But as something to snack on I'd have to be really desperate.,e
I recently switched to this brand of raisin bran cereal because of the simplicity of its ingredients.,i
It tastes slightly different than the Kellogg's brand but it is no less tasty and its ingredients are a bit healthier.,i
The only problem I have is that they do not list any preservatives of any kind and I find it hard to believe they have done nothing to preserve the cereal.Ingredients: Whole grain wheat raisins wheat bran sugar wheat flour malted barley flour salt.1 Cup Serving Nutrition Facts:Calories: 190 minus 32 calories for indigestible fiber leaves a net of 158Fat: 1 gram no trans fatCarbohydrates: 46 grams with 8 grams of fiberProtein: 5 gramsPost Raisin Bran is fortified with vitamins and minerals including: reduced iron niacinamide zinc oxide vitamin B6 vitamin A palmitate vitamins B1 B2 B12 D and folic acid.,i
This provides 2 percent of the daily value of calcium 10 percent of vitamin D 15 percent of vitamin A zinc and copper 20 percent daily value of phosphorus and 25 percent of thiamin riboflavin niacin vitamins B6 and B12 and magnesium.,i
It also contains 50 percent daily value of folic acid and 60 percent of the daily value of iron.,i
Post Raisin Bran cereal is excellent There are no trans fats and there is no high fructose corn syrup either That's a step in the right direction for me because I need to lose weight The cereal is tasty too; the raisins help to make it taste great and it stays fresh in the box for a few months after I open it so there's little chance of this ever going stale before I eat it.,i
There's also very little fat 1 gram and some protein and fiber that make it healthy to eat.,i
As another reviewer correctly notes this raisin bran cereal also has iron folic acid some vitamin D and vitamin Aand a host of other vitamins in it.,i
True there isn't 100 of everything you need but nevertheless the ingredients and nutritional value of this raisin bran cereal make it one of the better healthier choices for people to eat.I can't really think of too many negatives about this cereal.,i
As of the time I am writing this you may be able to get this product a bit cheaper at a brick and mortar store near you.,i
Overall Post Raisin Bran cereal gives me a healthy start to my day which is critical because I must lose weight.,i
I can The extra little bit you'll pay for thisplus the shipping feeis what you can choose to pay if you want the convenience of having this cereal delivered directly to your doorstep.,e
I highly recommend this cereal.,e
I've sworn of cereals like corn flakes and such and I eat these with some milk almonds a slice of cheese and a banana all mixed in.,i
Great stuff and very healthy.,i
tasty high in fiber yes and carbs but its a cereal not too sweet.,i
I mix it with all bran flax seed meal and wheat bran for a high density nutrient breakfast,i
For all you health conscious people who still need your chocolate fix I'm sure this is a great cereal for you and your kids.,i
I guess we are just too used to thinking chocolate is supposed to taste like cocoa pebbles or chocolate frosted flakes.,i
Yes super chocolatey and super sugary.,i
